OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97500766,Sample-Routine,Water,Surface Water,1974-11-04,13:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,10.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97300438,Sample-Routine,Water,Surface Water,1972-12-04,12:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,3.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97100434,Sample-Routine,Water,Surface Water,1971-02-18,13:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,0.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97500767,Sample-Routine,Water,Surface Water,1975-04-10,11:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,5.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97500768,Sample-Routine,Water,Surface Water,1975-06-10,08:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,26.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97500769,Sample-Routine,Water,Surface Water,1975-09-05,11:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,19.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97600918,Sample-Routine,Water,Surface Water,1976-03-31,08:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,9.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97600919,Sample-Routine,Water,Surface Water,1976-05-18,14:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,21.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97600921,Sample-Routine,Water,Surface Water,1976-09-10,14:45:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,19.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97600920,Sample-Routine,Water,Surface Water,1976-06-30,14:50:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,26.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97701318,Sample-Routine,Water,Surface Water,1976-11-24,14:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,4.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97701317,Sample-Routine,Water,Surface Water,1976-10-19,15:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,11.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801285,Sample-Routine,Water,Surface Water,1977-10-31,15:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,9.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97701320,Sample-Routine,Water,Surface Water,1977-04-14,13:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,15.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97701319,Sample-Routine,Water,Surface Water,1977-03-04,09:50:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,1.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97701321,Sample-Routine,Water,Surface Water,1977-09-19,12:45:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,20.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801289,Sample-Routine,Water,Surface Water,1978-04-20,11:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,8.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801289,Sample-Routine,Water,Surface Water,1978-04-20,11:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,310,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801290,Sample-Routine,Water,Surface Water,1978-05-17,15:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,14.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801294,Sample-Routine,Water,Surface Water,1978-09-14,12:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,18.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801294,Sample-Routine,Water,Surface Water,1978-09-14,12:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,300,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901138,Sample-Routine,Water,Surface Water,1978-12-07,11:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,4.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901138,Sample-Routine,Water,Surface Water,1978-12-07,11:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,320,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801288,Sample-Routine,Water,Surface Water,1978-04-17,11:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,7.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801288,Sample-Routine,Water,Surface Water,1978-04-17,11:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,290,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901137,Sample-Routine,Water,Surface Water,1978-10-30,11:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,10.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901137,Sample-Routine,Water,Surface Water,1978-10-30,11:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,360,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801286,Sample-Routine,Water,Surface Water,1978-01-11,09:45:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,0.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801287,Sample-Routine,Water,Surface Water,1978-02-21,16:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,0.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801293,Sample-Routine,Water,Surface Water,1978-09-11,12:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,21.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801293,Sample-Routine,Water,Surface Water,1978-09-11,12:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,350,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801291,Sample-Routine,Water,Surface Water,1978-06-26,10:20:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,24.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801291,Sample-Routine,Water,Surface Water,1978-06-26,10:20:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,360,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801292,Sample-Routine,Water,Surface Water,1978-07-24,15:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,27.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97801292,Sample-Routine,Water,Surface Water,1978-07-24,15:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,360,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001256,Sample-Routine,Water,Surface Water,1979-11-01,14:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,8.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001256,Sample-Routine,Water,Surface Water,1979-11-01,14:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,290,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901143,Sample-Routine,Water,Surface Water,1979-05-17,11:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,18.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901143,Sample-Routine,Water,Surface Water,1979-05-17,11:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,335,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901141,Sample-Routine,Water,Surface Water,1979-03-27,14:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,9.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901141,Sample-Routine,Water,Surface Water,1979-03-27,14:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,260,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901145,Sample-Routine,Water,Surface Water,1979-08-02,12:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,26.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901145,Sample-Routine,Water,Surface Water,1979-08-02,12:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,215,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901142,Sample-Routine,Water,Surface Water,1979-04-13,10:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,8.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901142,Sample-Routine,Water,Surface Water,1979-04-13,10:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,300,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901140,Sample-Routine,Water,Surface Water,1979-03-06,11:45:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,0.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901140,Sample-Routine,Water,Surface Water,1979-03-06,11:45:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,320,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901139,Sample-Routine,Water,Surface Water,1979-01-15,13:45:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,0.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901139,Sample-Routine,Water,Surface Water,1979-01-15,13:45:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,280,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901146,Sample-Routine,Water,Surface Water,1979-09-17,10:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,15.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901146,Sample-Routine,Water,Surface Water,1979-09-17,10:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,330,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901144,Sample-Routine,Water,Surface Water,1979-06-21,13:20:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,20.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.97901144,Sample-Routine,Water,Surface Water,1979-06-21,13:20:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,280,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001257,Sample-Routine,Water,Surface Water,1980-01-25,09:05:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,1.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001257,Sample-Routine,Water,Surface Water,1980-01-25,09:05:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,252,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001261,Sample-Routine,Water,Surface Water,1980-09-04,14:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,24.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001261,Sample-Routine,Water,Surface Water,1980-09-04,14:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,308,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98101420,Sample-Routine,Water,Surface Water,1980-10-03,13:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,16.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98101420,Sample-Routine,Water,Surface Water,1980-10-03,13:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,400,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001260,Sample-Routine,Water,Surface Water,1980-07-18,08:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,252,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001258,Sample-Routine,Water,Surface Water,1980-04-17,15:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,11.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001258,Sample-Routine,Water,Surface Water,1980-04-17,15:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,240,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98001259,Sample-Routine,Water,Surface Water,1980-06-04,14:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,260,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98101421,Sample-Routine,Water,Surface Water,1980-11-26,11:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,4.0,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,nwisma.01.98101421,Sample-Routine,Water,Surface Water,1980-11-26,11:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01110000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,310,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
